Marker	Chromosome	Position	Population
3_176321489	3	194.84	Mo17
3_176324593	3	195.62	Mo17
3_176332413	3	196.8	Mo17
3_176356757	3	197.98	Mo17
3_176449643	3	199.17	Mo17
3_176565751	3	199.95	Mo17
3_176800421	3	200.34	Mo17
3_177494256	3	201.13	Mo17
3_177494263	3	201.52	Mo17
3_177592396	3	201.91	Mo17
3_177592398	3	202.3	Mo17
3_178063029	3	202.7	Mo17
3_178063033	3	203.48	Mo17
3_178063035	3	204.27	Mo17
3_178063037	3	204.66	Mo17
3_178065198	3	205.05	Mo17
3_178099877	3	205.44	Mo17
3_178134805	3	206.23	Mo17
3_178154541	3	207.01	Mo17
3_178267626	3	207.4	Mo17
3_178412876	3	208.59	Mo17
3_179414581	3	209.77	Mo17
3_179414677	3	210.55	Mo17
3_179448530	3	211.34	Mo17
3_179641376	3	211.73	Mo17
3_180746350	3	212.52	Mo17
3_180769868	3	212.91	Mo17
3_180770147	3	213.3	Mo17
3_180774485	3	213.69	Mo17
3_181071826	3	214.08	Mo17
3_181109546	3	214.47	Mo17
3_181549457	3	215.26	Mo17
3_181549682	3	215.65	Mo17
3_181558649	3	216.04	Mo17
3_181559008	3	216.44	Mo17
3_181559678	3	217.22	Mo17
3_181616960	3	218.4	Mo17
3_181791332	3	218.79	Mo17
3_181905799	3	219.19	Mo17
3_182842921	3	220.37	Mo17
3_183573856	3	220.76	Mo17
3_183647527	3	221.15	Mo17
3_183863976	3	221.54	Mo17
3_183865558	3	221.93	Mo17
3_183865997	3	222.33	Mo17
3_184363578	3	223.11	Mo17
3_185272099	3	223.5	Mo17
3_185759393	3	223.9	Mo17
3_185932933	3	225.47	Mo17
3_185937769	3	225.87	Mo17
3_185938417	3	227.05	Mo17
3_185938546	3	227.44	Mo17
3_185967751	3	227.83	Mo17
3_185968008	3	228.22	Mo17
3_185970021	3	228.61	Mo17
3_185978209	3	229	Mo17
3_186700173	3	229.4	Mo17
3_187023959	3	229.79	Mo17
3_187453335	3	230.18	Mo17
3_187453336	3	230.57	Mo17
3_187618828	3	230.96	Mo17
3_187925164	3	231.35	Mo17
3_187925173	3	231.74	Mo17
3_188750674	3	232.14	Mo17
3_188833121	3	232.53	Mo17
3_189895821	3	232.92	Mo17
3_189985339	3	233.31	Mo17
3_190315430	3	234.1	Mo17
3_190325585	3	234.49	Mo17
3_190325603	3	235.67	Mo17
3_190568631	3	236.06	Mo17
3_194170898	3	238.04	Mo17
3_194927151	3	240.02	Mo17
3_194927243	3	241.19	Mo17
3_194927584	3	242.37	Mo17
3_195032530	3	242.77	Mo17
3_195049718	3	243.55	Mo17
3_195049730	3	243.94	Mo17
3_195057315	3	244.73	Mo17
3_195058460	3	245.91	Mo17
3_195123179	3	246.3	Mo17
3_196090818	3	246.69	Mo17
3_196090980	3	247.08	Mo17
3_196091137	3	247.47	Mo17
3_196155826	3	247.86	Mo17
3_196202731	3	248.26	Mo17
3_196202732	3	249.44	Mo17
3_196206729	3	252.22	Mo17
3_196363473	3	254.99	Mo17
3_196441027	3	255.78	Mo17
3_197364541	3	257.76	Mo17
3_197375672	3	258.15	Mo17
3_198216741	3	258.93	Mo17
3_198387168	3	259.32	Mo17
3_199479790	3	259.72	Mo17
3_199621432	3	260.11	Mo17
3_200433853	3	260.5	Mo17
3_200876932	3	260.89	Mo17
3_201176535	3	261.28	Mo17
3_201190036	3	261.67	Mo17
3_201192416	3	262.07	Mo17
3_202114569	3	262.85	Mo17
3_206943368	3	263.24	Mo17
3_207147899	3	264.03	Mo17
3_207179539	3	264.81	Mo17
3_207898219	3	265.2	Mo17
3_208046277	3	265.59	Mo17
3_208904952	3	266.38	Mo17
3_215018919	3	266.77	Mo17
3_215079568	3	267.16	Mo17
3_215079608	3	267.55	Mo17
3_215079609	3	268.34	Mo17
3_215088428	3	272.77	Mo17
3_215088533	3	273.56	Mo17
3_215088631	3	274.74	Mo17
3_215088638	3	275.13	Mo17
3_215088951	3	276.31	Mo17
3_215216844	3	280.33	Mo17
3_215216851	3	280.72	Mo17
3_215380605	3	281.11	Mo17
3_216528161	3	281.89	Mo17
3_216594104	3	282.68	Mo17
3_216877961	3	283.46	Mo17
3_216948450	3	283.86	Mo17
3_217140178	3	284.25	Mo17
3_217655840	3	284.64	Mo17
3_217657855	3	285.03	Mo17
3_217695192	3	285.42	Mo17
3_217879361	3	285.81	Mo17
3_217879364	3	286.2	Mo17
3_218184785	3	286.6	Mo17
3_218184803	3	287.38	Mo17
3_218266369	3	287.77	Mo17
3_218771979	3	288.16	Mo17
3_218835218	3	288.56	Mo17
3_218837042	3	288.95	Mo17
3_219425282	3	289.34	Mo17
3_219771529	3	289.73	Mo17
3_219780542	3	290.12	Mo17
3_219781334	3	290.51	Mo17
3_219831542	3	290.9	Mo17
3_219844220	3	291.69	Mo17
3_219855679	3	292.47	Mo17
3_220704254	3	292.86	Mo17
3_223306061	3	293.26	Mo17
3_229205579	3	294.04	Mo17
3_230905914	3	295.22	Mo17
3_230905918	3	295.61	Mo17
4_6110119	4	0	Mo17
4_6438796	4	0.78	Mo17
4_6438802	4	1.57	Mo17
4_6601124	4	1.96	Mo17
4_9485623	4	3.94	Mo17
4_10804302	4	4.33	Mo17
4_14858986	4	5.51	Mo17
4_16213189	4	6.3	Mo17
4_17978382	4	7.08	Mo17
4_17978421	4	9.46	Mo17
4_17978482	4	10.64	Mo17
4_17978514	4	13.84	Mo17
4_18574344	4	17.03	Mo17
4_18911790	4	17.43	Mo17
4_20513715	4	18.21	Mo17
4_21136536	4	19.79	Mo17
4_22981175	4	22.17	Mo17
4_22981182	4	23.35	Mo17
4_25464678	4	24.53	Mo17
4_29898525	4	25.32	Mo17
4_29898556	4	26.1	Mo17
4_29898557	4	27.68	Mo17
4_30427305	4	29.25	Mo17
4_30473933	4	30.04	Mo17
4_30474395	4	30.43	Mo17
4_31831030	4	30.82	Mo17
4_34082511	4	31.21	Mo17
4_35809092	4	32	Mo17
4_36765526	4	32.39	Mo17
4_66559311	4	33.17	Mo17
4_67740234	4	33.56	Mo17
4_68404795	4	33.96	Mo17
4_68404823	4	34.74	Mo17
4_68461343	4	35.13	Mo17
4_68461369	4	35.52	Mo17
4_68517248	4	36.31	Mo17
4_68647280	4	36.7	Mo17
4_73773484	4	37.48	Mo17
4_75088128	4	37.88	Mo17
4_83198325	4	38.27	Mo17
4_83887105	4	38.66	Mo17
4_90084273	4	39.05	Mo17
4_90797095	4	39.44	Mo17
4_91395782	4	40.23	Mo17
4_106793360	4	41.01	Mo17
4_125497067	4	41.4	Mo17
4_128817901	4	41.79	Mo17
4_128857214	4	42.18	Mo17
4_130031697	4	42.97	Mo17
4_130960787	4	44.15	Mo17
4_130960792	4	44.54	Mo17
4_130960812	4	45.32	Mo17
4_130960813	4	45.72	Mo17
4_131766558	4	49.29	Mo17
4_132212910	4	53.69	Mo17
4_132935305	4	54.48	Mo17
4_133105387	4	54.87	Mo17
4_133253103	4	55.26	Mo17
4_133662368	4	55.65	Mo17
4_143084675	4	56.44	Mo17
4_143084683	4	56.83	Mo17
4_143377541	4	57.22	Mo17
4_145614535	4	57.61	Mo17
4_150268115	4	58	Mo17
4_150409296	4	58.39	Mo17
4_150813786	4	58.78	Mo17
4_173719478	4	60.76	Mo17
4_173719484	4	61.15	Mo17
4_175138284	4	62.73	Mo17
4_175223274	4	63.12	Mo17
4_175273393	4	66.31	Mo17
4_175739782	4	67.49	Mo17
4_176502289	4	68.67	Mo17
4_176654055	4	70.65	Mo17
4_176654109	4	71.43	Mo17
4_176809406	4	71.82	Mo17
4_176809420	4	72.61	Mo17
4_176809421	4	73	Mo17
4_177439323	4	74.18	Mo17
4_184783215	4	75.36	Mo17
4_186836950	4	75.75	Mo17
4_187417767	4	76.53	Mo17
4_187417780	4	78.11	Mo17
4_188210319	4	80.49	Mo17
4_188210322	4	83.28	Mo17
4_188318208	4	83.67	Mo17
4_189107447	4	85.65	Mo17
4_192238206	4	86.44	Mo17
4_193147210	4	89.23	Mo17
4_193226235	4	92.01	Mo17
4_195203526	4	92.8	Mo17
4_195203690	4	94.37	Mo17
4_195205015	4	94.76	Mo17
4_195218888	4	95.55	Mo17
4_195218972	4	96.33	Mo17
4_195328649	4	96.73	Mo17
4_195328657	4	97.12	Mo17
4_195754567	4	97.9	Mo17
4_196588699	4	98.29	Mo17
4_197373406	4	98.68	Mo17
4_197782344	4	99.08	Mo17
4_198565326	4	99.47	Mo17
4_199076926	4	99.86	Mo17
4_200031808	4	100.25	Mo17
4_200192523	4	100.64	Mo17
4_210943145	4	101.03	Mo17
4_210970373	4	101.43	Mo17
4_211047351	4	103.4	Mo17
4_211157682	4	103.79	Mo17
4_211198028	4	104.18	Mo17
4_211533958	4	104.58	Mo17
4_211594435	4	104.97	Mo17
4_212320396	4	105.75	Mo17
4_215106310	4	106.54	Mo17
4_215106315	4	106.93	Mo17
4_215106317	4	107.32	Mo17
4_217697452	4	108.1	Mo17
4_218320369	4	108.5	Mo17
4_218321131	4	108.89	Mo17
4_218852750	4	109.28	Mo17
4_222742552	4	109.67	Mo17
4_224479366	4	110.06	Mo17
4_226458718	4	110.45	Mo17
4_226458743	4	110.84	Mo17
4_226621042	4	111.63	Mo17
4_227274577	4	112.81	Mo17
4_228623517	4	113.2	Mo17
4_229343428	4	113.59	Mo17
4_230312855	4	113.98	Mo17
4_230349213	4	114.77	Mo17
4_230794997	4	115.55	Mo17
4_230804328	4	115.94	Mo17
4_231493540	4	116.33	Mo17
4_233763703	4	116.73	Mo17
4_234114005	4	117.12	Mo17
4_234114545	4	117.51	Mo17
4_236948929	4	117.9	Mo17
4_236948931	4	119.08	Mo17
4_236948941	4	119.47	Mo17
4_236948945	4	120.26	Mo17
4_237517566	4	121.44	Mo17
4_237951483	4	121.83	Mo17
4_238933416	4	123.41	Mo17
4_238933443	4	125.38	Mo17
4_239683641	4	127.76	Mo17
4_239683666	4	130.14	Mo17
4_239803158	4	130.53	Mo17
4_239803163	4	131.32	Mo17
4_239803170	4	132.1	Mo17
4_239933755	4	133.68	Mo17
4_239933758	4	134.07	Mo17
4_240446853	4	135.25	Mo17
5_5229542	5	0	Mo17
5_5229543	5	2.38	Mo17
5_5229544	5	3.17	Mo17
5_5433692	5	3.95	Mo17
5_5619630	5	4.34	Mo17
5_5626605	5	7.93	Mo17
5_5626614	5	9.11	Mo17
5_5782816	5	11.09	Mo17
5_5782819	5	11.48	Mo17
5_5904206	5	11.87	Mo17
5_5924353	5	12.26	Mo17
5_6328091	5	12.65	Mo17
5_6569878	5	13.04	Mo17
5_6680168	5	13.43	Mo17
5_6683458	5	14.22	Mo17
5_6806853	5	14.61	Mo17
5_6806993	5	16.19	Mo17
5_6870606	5	16.58	Mo17
5_6870613	5	16.97	Mo17
5_6871695	5	17.36	Mo17
5_7250236	5	17.75	Mo17
5_7286184	5	18.14	Mo17
5_7367045	5	18.53	Mo17
5_7767868	5	18.93	Mo17
5_7768989	5	19.32	Mo17
5_7769165	5	19.71	Mo17
5_7769189	5	20.1	Mo17
5_7872622	5	20.88	Mo17
5_9246848	5	21.28	Mo17
5_9660090	5	23.25	Mo17
5_9816294	5	23.64	Mo17
5_10106967	5	24.03	Mo17
5_10232592	5	26.41	Mo17
5_10232602	5	26.8	Mo17
5_10276415	5	27.19	Mo17
5_11598944	5	27.58	Mo17
5_11782460	5	28.37	Mo17
5_11923330	5	29.15	Mo17
5_12270320	5	29.54	Mo17
5_12383638	5	29.93	Mo17
5_12562042	5	30.32	Mo17
5_12572235	5	30.72	Mo17
5_12572509	5	31.5	Mo17
5_12584937	5	32.29	Mo17
5_13052893	5	32.68	Mo17
5_13391638	5	33.07	Mo17
5_13973031	5	33.85	Mo17
5_14059084	5	34.24	Mo17
5_14060897	5	35.03	Mo17
5_14468256	5	35.42	Mo17
5_14677901	5	36.21	Mo17
5_14815481	5	36.6	Mo17
5_14815518	5	36.99	Mo17
5_15551742	5	37.38	Mo17
5_16099855	5	37.77	Mo17
5_16418498	5	38.56	Mo17
5_17109533	5	38.95	Mo17
5_17382374	5	39.73	Mo17
5_18371169	5	40.52	Mo17
5_18371820	5	40.91	Mo17
5_18371822	5	41.69	Mo17
5_19134176	5	42.09	Mo17
5_19525028	5	42.48	Mo17
5_19886253	5	42.87	Mo17
5_20917213	5	44.05	Mo17
5_20968395	5	44.44	Mo17
5_22150028	5	44.83	Mo17
5_22150040	5	45.22	Mo17
5_22150052	5	45.62	Mo17
5_22181199	5	46.01	Mo17
5_22181206	5	46.79	Mo17
5_22291849	5	47.18	Mo17
5_22738661	5	47.97	Mo17
5_22758375	5	48.36	Mo17
5_22758378	5	48.75	Mo17
5_22758382	5	49.54	Mo17
5_22758383	5	50.72	Mo17
5_22805463	5	51.11	Mo17
5_24215753	5	51.5	Mo17
5_24215789	5	52.28	Mo17
5_24333200	5	53.46	Mo17
5_24337727	5	53.86	Mo17
5_24439948	5	54.64	Mo17
5_25028924	5	55.03	Mo17
5_27862057	5	55.82	Mo17
5_27945416	5	56.21	Mo17
5_27945425	5	56.6	Mo17
5_30658911	5	57.39	Mo17
5_31423561	5	57.78	Mo17
5_31835561	5	58.17	Mo17
5_31877791	5	58.95	Mo17
5_31877798	5	59.35	Mo17
5_31881178	5	59.74	Mo17
5_31948690	5	60.13	Mo17
5_32002482	5	61.31	Mo17
5_32426609	5	62.09	Mo17
5_33899016	5	62.49	Mo17
5_36954895	5	62.88	Mo17
5_38152683	5	63.66	Mo17
5_38268417	5	64.45	Mo17
5_38268421	5	65.23	Mo17
5_38268525	5	65.62	Mo17
5_42459116	5	66.02	Mo17
5_42459155	5	66.41	Mo17
5_42506007	5	66.8	Mo17
5_46110854	5	67.58	Mo17
5_46947024	5	68.37	Mo17
5_47581706	5	69.16	Mo17
5_47581712	5	69.55	Mo17
5_49251941	5	70.73	Mo17
5_49251999	5	71.12	Mo17
5_51427820	5	71.51	Mo17
5_51670043	5	71.9	Mo17
5_54534503	5	72.69	Mo17
5_54535208	5	73.08	Mo17
5_54919956	5	73.47	Mo17
5_54920005	5	73.86	Mo17
5_55231854	5	74.65	Mo17
5_55394602	5	75.04	Mo17
5_55582053	5	75.82	Mo17
5_55888021	5	76.21	Mo17
5_59463368	5	77	Mo17
5_66853132	5	78.58	Mo17
5_67504536	5	79.36	Mo17
5_67599273	5	79.75	Mo17
5_67599416	5	80.15	Mo17
5_69306790	5	80.54	Mo17
5_70883489	5	80.93	Mo17
5_85742175	5	82.11	Mo17
5_85742177	5	82.9	Mo17
5_85742179	5	83.29	Mo17
5_85742183	5	84.47	Mo17
5_85742185	5	88.06	Mo17
5_85742186	5	94.1	Mo17
5_86014202	5	103.15	Mo17
5_86014204	5	105.93	Mo17
5_88047285	5	106.32	Mo17
5_89159684	5	106.71	Mo17
5_123590184	5	107.5	Mo17
5_123899433	5	107.89	Mo17
5_128333292	5	109.07	Mo17
5_128333293	5	109.46	Mo17
5_128333610	5	110.25	Mo17
5_131041394	5	110.64	Mo17
5_131456760	5	111.03	Mo17
5_132656906	5	111.82	Mo17
5_133626184	5	112.6	Mo17
5_133626192	5	120.41	Mo17
5_134191579	5	124.4	Mo17
5_134470895	5	126.78	Mo17
5_134471200	5	127.17	Mo17
5_141173580	5	129.55	Mo17
5_141173596	5	129.94	Mo17
5_142711809	5	131.52	Mo17
5_143197433	5	131.91	Mo17
5_143672041	5	132.7	Mo17
5_144310987	5	133.09	Mo17
5_144813324	5	133.87	Mo17
5_147478373	5	134.26	Mo17
5_147542670	5	135.05	Mo17
5_147624523	5	135.44	Mo17
5_148459089	5	136.62	Mo17
5_148761419	5	137.01	Mo17
5_151415698	5	137.8	Mo17
5_152605174	5	138.19	Mo17
5_152830101	5	138.58	Mo17
5_152834708	5	138.97	Mo17
5_152918051	5	139.36	Mo17
5_155527001	5	139.75	Mo17
5_157497717	5	140.15	Mo17
5_169838087	5	140.54	Mo17
5_170826263	5	141.72	Mo17
5_171050848	5	142.11	Mo17
5_174018023	5	143.29	Mo17
5_174592489	5	144.07	Mo17
5_174619789	5	145.25	Mo17
5_175589173	5	146.83	Mo17
5_175589184	5	148.81	Mo17
5_175592302	5	149.2	Mo17
5_175598346	5	149.59	Mo17
5_175598960	5	149.98	Mo17
5_175615761	5	150.37	Mo17
5_182051186	5	151.95	Mo17
5_182090072	5	152.73	Mo17
5_188479160	5	153.13	Mo17
5_188479429	5	155.1	Mo17
5_188717970	5	156.28	Mo17
5_189039722	5	157.46	Mo17
5_189198591	5	158.25	Mo17
5_189297534	5	158.64	Mo17
5_189368322	5	159.03	Mo17
5_191904369	5	160.61	Mo17
5_191912270	5	161	Mo17
5_192309413	5	161.39	Mo17
5_193193243	5	161.78	Mo17
5_193850372	5	162.17	Mo17
5_193850537	5	162.56	Mo17
5_196142008	5	162.95	Mo17
5_196556337	5	163.35	Mo17
5_198063331	5	163.74	Mo17
5_198789551	5	164.13	Mo17
5_199389302	5	164.91	Mo17
5_199389817	5	165.31	Mo17
5_199389829	5	166.09	Mo17
5_200110211	5	166.48	Mo17
5_200435117	5	166.87	Mo17
5_200688772	5	167.26	Mo17
5_205729638	5	168.05	Mo17
5_206073066	5	168.44	Mo17
5_206073067	5	169.23	Mo17
5_206249622	5	170.8	Mo17
5_206306115	5	171.59	Mo17
5_206846565	5	171.98	Mo17
5_206855145	5	172.37	Mo17
5_206855195	5	172.76	Mo17
5_207121462	5	174.74	Mo17
5_208069452	5	175.92	Mo17
5_208094128	5	176.31	Mo17
5_208164962	5	176.7	Mo17
5_208173287	5	177.09	Mo17
5_208195193	5	178.67	Mo17
5_208198581	5	179.06	Mo17
5_208429258	5	179.45	Mo17
5_208743513	5	180.63	Mo17
5_209183618	5	181.03	Mo17
5_210303111	5	181.81	Mo17
5_211323063	5	182.99	Mo17
5_211992169	5	183.78	Mo17
5_212029505	5	184.17	Mo17
5_212206094	5	184.56	Mo17
5_212619282	5	186.94	Mo17
5_212619446	5	187.72	Mo17
5_212685045	5	188.12	Mo17
5_212685077	5	188.51	Mo17
5_212819661	5	190.09	Mo17
5_213107042	5	190.48	Mo17
5_213107047	5	191.66	Mo17
5_213588627	5	193.64	Mo17
5_214115943	5	194.03	Mo17
5_214122600	5	194.82	Mo17
5_214126960	5	195.6	Mo17
5_214126961	5	195.99	Mo17
5_214126975	5	196.78	Mo17
5_214287387	5	197.56	Mo17
5_214707534	5	197.95	Mo17
5_215024229	5	199.93	Mo17
5_215845489	5	200.32	Mo17
5_216619610	5	200.72	Mo17
5_216619755	5	201.9	Mo17
5_216619778	5	202.68	Mo17
6_3648860	6	0	Mo17
6_4675074	6	1.18	Mo17
6_5160722	6	2.36	Mo17
6_5642888	6	2.75	Mo17
6_5642893	6	3.14	Mo17
6_6259251	6	3.93	Mo17
6_6901866	6	4.32	Mo17
6_7125119	6	4.71	Mo17
6_9195031	6	5.1	Mo17
6_9195036	6	5.89	Mo17
6_16792946	6	7.87	Mo17
6_18647222	6	8.26	Mo17
6_22307446	6	8.65	Mo17
6_22916612	6	9.04	Mo17
6_28143449	6	9.43	Mo17
6_28143983	6	9.82	Mo17
6_29780939	6	10.21	Mo17
6_29780941	6	10.61	Mo17
6_29780945	6	11	Mo17
6_29780946	6	11.39	Mo17
6_30189593	6	12.17	Mo17
6_30189797	6	12.56	Mo17
6_30189821	6	12.96	Mo17
6_31315953	6	13.35	Mo17
6_34430814	6	13.74	Mo17
6_34669343	6	14.52	Mo17
6_34974434	6	15.31	Mo17
6_36622438	6	15.7	Mo17
6_36622498	6	16.09	Mo17
6_41536138	6	16.48	Mo17
6_42601465	6	16.87	Mo17
6_43487544	6	17.27	Mo17
6_44276505	6	17.66	Mo17
6_62738223	6	18.05	Mo17
6_63537452	6	19.23	Mo17
6_63763817	6	19.62	Mo17
6_72180190	6	20.01	Mo17
6_75748163	6	20.8	Mo17
6_76968228	6	21.19	Mo17
6_78821247	6	21.58	Mo17
6_83229761	6	21.97	Mo17
6_84675560	6	22.36	Mo17
6_85203519	6	23.54	Mo17
6_85604919	6	23.93	Mo17
6_85604923	6	24.32	Mo17
6_85798075	6	24.72	Mo17
6_86177129	6	25.11	Mo17
6_86336015	6	25.89	Mo17
6_86341827	6	26.28	Mo17
6_87282333	6	26.67	Mo17
6_87677141	6	27.07	Mo17
6_89125357	6	27.46	Mo17
6_89125570	6	29.03	Mo17
6_89128329	6	29.42	Mo17
6_90731519	6	29.82	Mo17
6_91068323	6	30.21	Mo17
6_91148615	6	30.99	Mo17
6_93000594	6	31.38	Mo17
6_93000683	6	31.77	Mo17
6_93190562	6	32.17	Mo17
6_93830953	6	32.56	Mo17
6_94843468	6	32.95	Mo17
6_94843476	6	33.73	Mo17
6_94843718	6	34.13	Mo17
6_94843722	6	34.52	Mo17
6_94991639	6	35.3	Mo17
6_94991649	6	36.09	Mo17
6_95933063	6	37.66	Mo17
6_96535397	6	38.84	Mo17
6_96878347	6	40.02	Mo17
6_96878476	6	40.81	Mo17
6_96878723	6	42.39	Mo17
6_96878760	6	42.78	Mo17
6_96878771	6	43.17	Mo17
6_96879403	6	43.56	Mo17
6_96919021	6	43.95	Mo17
6_96923306	6	45.13	Mo17
6_96923351	6	45.52	Mo17
6_97320703	6	45.91	Mo17
6_97345971	6	47.09	Mo17
6_97614804	6	48.27	Mo17
6_97615039	6	49.06	Mo17
6_98027563	6	49.84	Mo17
6_102827923	6	50.24	Mo17
6_102830531	6	50.63	Mo17
6_103321631	6	51.02	Mo17
6_103440942	6	51.8	Mo17
6_103603948	6	52.2	Mo17
6_103702345	6	52.59	Mo17
6_103702363	6	53.37	Mo17
6_104494640	6	54.16	Mo17
6_105434636	6	54.94	Mo17
6_105738653	6	55.33	Mo17
6_106067070	6	56.51	Mo17
6_106289935	6	56.9	Mo17
6_107379746	6	57.69	Mo17
6_107886099	6	58.08	Mo17
6_107886162	6	58.47	Mo17
6_108144686	6	59.65	Mo17
6_108412730	6	60.04	Mo17
6_110818750	6	60.43	Mo17
6_111021574	6	60.83	Mo17
6_111021576	6	61.22	Mo17
6_111970133	6	61.61	Mo17
6_111970135	6	62	Mo17
6_111970138	6	63.58	Mo17
6_111970139	6	64.36	Mo17
6_111970148	6	64.75	Mo17
6_111970150	6	65.14	Mo17
6_111970153	6	65.93	Mo17
6_111973121	6	66.71	Mo17
6_112215647	6	67.1	Mo17
6_112276176	6	68.68	Mo17
6_112281327	6	69.07	Mo17
6_112349688	6	69.46	Mo17
6_112597424	6	69.85	Mo17
6_114920511	6	70.64	Mo17
6_114920577	6	71.03	Mo17
6_114929366	6	71.42	Mo17
6_117452607	6	72.6	Mo17
6_117796107	6	72.99	Mo17
6_118149973	6	73.38	Mo17
6_118271004	6	73.77	Mo17
6_118271018	6	74.56	Mo17
6_118313786	6	74.95	Mo17
6_118317663	6	75.34	Mo17
6_119873489	6	75.73	Mo17
6_120056142	6	76.12	Mo17
6_120076670	6	76.91	Mo17
6_120501934	6	77.3	Mo17
6_120664633	6	77.69	Mo17
6_121775036	6	78.47	Mo17
6_124591648	6	78.86	Mo17
6_124970273	6	79.26	Mo17
6_128132763	6	79.65	Mo17
6_130527372	6	80.04	Mo17
6_132270636	6	80.82	Mo17
6_132642953	6	81.61	Mo17
6_132795743	6	82	Mo17
6_133834032	6	82.78	Mo17
6_137031128	6	83.17	Mo17
6_137143861	6	83.57	Mo17
6_137143967	6	83.96	Mo17
6_137305587	6	84.35	Mo17
6_138562829	6	84.74	Mo17
6_138931075	6	85.52	Mo17
6_140726886	6	85.92	Mo17
6_141077855	6	87.09	Mo17
6_142312761	6	87.49	Mo17
6_142562156	6	87.88	Mo17
6_142593617	6	88.27	Mo17
6_143140814	6	88.66	Mo17
6_144722694	6	89.05	Mo17
6_144733945	6	89.44	Mo17
6_145075574	6	89.83	Mo17
6_145078570	6	90.23	Mo17
6_145282800	6	90.62	Mo17
6_145493021	6	91.4	Mo17
6_147054026	6	91.79	Mo17
6_147054028	6	92.58	Mo17
6_147727240	6	92.97	Mo17
6_147914211	6	93.36	Mo17
6_147916258	6	93.75	Mo17
6_147974868	6	94.14	Mo17
6_148777113	6	94.53	Mo17
6_148777119	6	95.32	Mo17
6_148780202	6	96.5	Mo17
6_149124892	6	97.28	Mo17
6_149129913	6	97.67	Mo17
6_149529223	6	98.07	Mo17
6_149835985	6	98.46	Mo17
6_150308648	6	98.85	Mo17
6_150742653	6	100.03	Mo17
6_150804347	6	100.81	Mo17
6_150837331	6	101.2	Mo17
6_150837356	6	101.59	Mo17
6_151543315	6	101.99	Mo17
6_151565701	6	102.38	Mo17
6_151565743	6	102.77	Mo17
6_151579420	6	103.16	Mo17
6_154333367	6	103.94	Mo17
6_154891188	6	104.34	Mo17
6_154976012	6	105.12	Mo17
6_154976017	6	105.91	Mo17
6_154976051	6	106.3	Mo17
6_154976057	6	106.69	Mo17
6_154976798	6	107.08	Mo17
6_155020483	6	107.47	Mo17
6_155020484	6	108.26	Mo17
6_155020488	6	109.04	Mo17
6_155739792	6	109.82	Mo17
6_155739812	6	110.22	Mo17
6_155739840	6	111	Mo17
6_164307980	6	111.39	Mo17
6_164307989	6	112.18	Mo17
6_164802285	6	116.17	Mo17
6_166072503	6	119.36	Mo17
6_166815163	6	120.15	Mo17
7_105907576	7	0	Mo17
7_120202400	7	0	Mo17
7_121577238	7	2.8	Mo17
7_121673600	7	7.26	Mo17
7_124567903	7	10.05	Mo17
7_127578934	7	12.43	Mo17
7_128381183	7	14.01	Mo17
7_128569919	7	14.4	Mo17
7_130099582	7	15.58	Mo17
7_130240101	7	16.77	Mo17
7_130249423	7	19.56	Mo17
7_130249426	7	20.74	Mo17
7_130318550	7	21.92	Mo17
7_130318560	7	22.31	Mo17
7_130940546	7	22.7	Mo17
7_131395288	7	23.49	Mo17
7_132184214	7	24.27	Mo17
7_132184219	7	25.06	Mo17
7_132391221	7	27.04	Mo17
7_132590317	7	27.82	Mo17
7_132594717	7	29	Mo17
7_132730498	7	29.39	Mo17
7_136023004	7	29.78	Mo17
7_140007969	7	30.57	Mo17
7_140410091	7	31.75	Mo17
7_140410092	7	32.54	Mo17
7_140410124	7	33.32	Mo17
7_140418340	7	34.5	Mo17
7_140706709	7	34.89	Mo17
7_140815955	7	36.47	Mo17
7_140815965	7	37.65	Mo17
7_140815972	7	38.83	Mo17
7_141134229	7	39.62	Mo17
7_141142144	7	40.4	Mo17
7_141428013	7	40.8	Mo17
7_141584327	7	41.19	Mo17
7_141586683	7	41.58	Mo17
7_141839918	7	41.97	Mo17
7_142397043	7	42.76	Mo17
7_142398475	7	43.54	Mo17
7_143417274	7	44.33	Mo17
7_144252094	7	44.72	Mo17
7_144252126	7	45.11	Mo17
7_147117136	7	45.5	Mo17
7_147124363	7	46.29	Mo17
7_147203235	7	47.07	Mo17
7_147203241	7	47.46	Mo17
7_148619867	7	47.85	Mo17
7_153182531	7	48.64	Mo17
7_154120051	7	49.03	Mo17
7_155026317	7	49.42	Mo17
7_155744825	7	50.21	Mo17
7_156713130	7	50.6	Mo17
7_156713161	7	50.99	Mo17
7_156713162	7	51.38	Mo17
7_157895311	7	52.17	Mo17
7_158369868	7	52.95	Mo17
7_159751797	7	53.34	Mo17
7_159761298	7	54.92	Mo17
7_161337537	7	56.1	Mo17
7_161347194	7	56.49	Mo17
7_161347197	7	56.89	Mo17
7_161436528	7	58.86	Mo17
7_161438219	7	60.44	Mo17
7_161441391	7	61.63	Mo17
7_161441407	7	62.02	Mo17
7_161619271	7	64	Mo17
7_162198803	7	64.39	Mo17
7_162315651	7	64.78	Mo17
7_162341622	7	65.17	Mo17
7_162405010	7	65.56	Mo17
7_162669081	7	66.35	Mo17
7_162673202	7	67.13	Mo17
7_162706190	7	67.52	Mo17
7_162713180	7	68.31	Mo17
7_162799297	7	68.7	Mo17
